player,matches,ace,dfs,svpt,svgms,last,ace_pct,df_pct,ace_pct_raw,ace_hard,n_hard,ace_clay,n_clay,ace_grass,n_grass,ret_matches,ace_conc,svpt_faced,conceded_pct,ret_mult
Richard Gasquet,190.0,906.0,581.0,15133.0,2328.0,20250526.0,0.060358093481853885,0.03832304623164475,0.05986916011365889,0.06838219904407589,8206.0,0.0463606617639152,5227.0,0.0720483885548478,1700.0,190,1556.0,14993.0,0.10313403924209942,1.3078837020361689
Rigele Te,2.0,9.0,6.0,158.0,22.0,20240913.0,0.07265639077712618,0.03632952888196763,0.056962025316455694,0.07974409493425985,158.0,,,,,2,21.0,148.0,0.09588004754313213,1.215892953031235
Rinky Hijikata,93.0,367.0,267.0,7403.0,1121.0,20260114.0,0.05107551788461315,0.03604663297656516,0.04957449682561124,0.056680760309112274,5078.0,0.032076784992398084,843.0,0.059140072245048005,1482.0,104,809.0,8027.0,0.0997439499292318,1.2648926333906518
Rio Noguchi,2.0,1.0,5.0,143.0,23.0,20221003.0,0.05993050838607074,0.03549148640172732,0.006993006993006993,0.06721400547572191,143.0,,,,,2,14.0,144.0,0.08371740083389045,1.0616536008101922
Robert Strombachs,2.0,6.0,5.0,157.0,21.0,20240202.0,0.06740083672107075,0.0345994203162261,0.03821656050955414,0.07450126566125134,157.0,,,,,2,11.0,141.0,0.07863635130062183,0.9972187941970148
Roberto Bautista Agut,343.0,1127.0,618.0,26876.0,4277.0,20260629.0,0.04247478611429962,0.02318052049846524,0.041933323411221905,0.048073211742135045,15898.0,0.030361394896479186,6743.0,0.04774576396228271,4235.0,329,2917.0,26804.0,0.10838635002402722,1.3744903405445938
Roberto Carballes Baena,231.0,617.0,607.0,18005.0,2759.0,20250824.0,0.0352372869358129,0.03375560321196077,0.03426825881699528,0.04743989146393406,6925.0,0.02562068920680432,9704.0,0.05929145043084479,1376.0,232,1209.0,17911.0,0.06774847174122858,0.8591452703623121
Roberto Cid Subervi,4.0,10.0,14.0,251.0,39.0,20210917.0,0.06381300469068574,0.043428382666878554,0.0398406374501992,0.07197160263592514,121.0,0.05447442216141665,130.0,,,4,14.0,246.0,0.07049886386011828,0.8940240848927934
Roberto Marcora,6.0,19.0,7.0,382.0,59.0,20211004.0,0.06463205377702866,0.027201888895317054,0.049738219895287955,0.06968952042623656,382.0,,,,,6,29.0,344.0,0.08137401351295216,1.0319361757278793
Roberto Quiroz,7.0,42.0,10.0,502.0,80.0,20220304.0,0.08153244573573881,0.02690895467421057,0.08366533864541832,0.08591707868438692,502.0,,,,,7,54.0,489.0,0.09622302143266188,1.2202423411055927
Robin Haase,46.0,326.0,156.0,3722.0,575.0,20240729.0,0.08673999661660271,0.04130807305097961,0.08758731864588931,0.09417650121828026,2451.0,0.05850520012734105,743.0,0.09191984479006503,528.0,46,324.0,3722.0,0.08625479525803892,1.093831307000784
Rodrigo Crespo Piedra,1.0,3.0,5.0,88.0,15.0,20240202.0,0.0707833320771238,0.03949155146749577,0.03409090909090909,0.07888771510925614,88.0,,,,,1,9.0,89.0,0.08290851953708878,1.0513958559109993
Rodrigo Pacheco Mendez,11.0,38.0,31.0,725.0,113.0,20250714.0,0.061815347603232366,0.04024166854767817,0.05241379310344828,0.061634324431279086,614.0,0.06237073140029516,111.0,,,12,87.0,792.0,0.09944820977654062,1.2611422350877741
Roey Tabet,1.0,3.0,3.0,42.0,6.0,20210918.0,0.07814992319827242,0.039076645059135606,0.07142857142857142,,,0.05400779127952675,42.0,,,1,0.0,42.0,0.07136259288153034,0.9049773755656109
Roger Federer,80.0,635.0,121.0,6667.0,1109.0,20210628.0,0.0943175698392014,0.019141343868138948,0.0952452377381131,0.10445221500593309,3530.0,0.06484132274513196,1387.0,0.09455889114659552,1750.0,80,439.0,7213.0,0.06180773230705851,0.7838083947672858
Rogerio Dutra Silva,2.0,5.0,5.0,134.0,19.0,20190211.0,0.06843120983827043,0.036089657520857556,0.03731343283582089,,,0.048448396527248735,134.0,,,2,2.0,129.0,0.06340693015810285,0.8040884576939629
Romain Arneodo,1.0,3.0,3.0,94.0,16.0,20240914.0,0.06992361549319112,0.03496331400027922,0.031914893617021274,,,0.04832276061852393,94.0,,,1,3.0,99.0,0.06922297806339962,0.8778440705013218
Roman Andres Burruchaga,11.0,12.0,27.0,907.0,134.0,20250714.0,0.03331466415733467,0.03157756474073293,0.013230429988974642,,,0.025150301259028937,907.0,,,18,81.0,1491.0,0.05951468326474691,0.7547293293835577
Roman Safiullin,129.0,890.0,425.0,10802.0,1695.0,20250824.0,0.08226586913530051,0.03921370086735743,0.08239214960192556,0.08722354251730155,7161.0,0.05422393810483266,1866.0,0.09301223722537028,1775.0,132,992.0,11430.0,0.08652090161062015,1.0972059073180689
Rowland Phillips,4.0,9.0,11.0,365.0,56.0,20240203.0,0.052996426213903804,0.03303513348514763,0.024657534246575342,0.0689901277228569,187.0,0.04303017949057236,178.0,,,4,11.0,360.0,0.05597666586004791,0.7098623258691908
Ruan Roelofse,2.0,12.0,5.0,141.0,23.0,20210918.0,0.08048478013611167,0.03562269337548602,0.0851063829787234,0.08779520327785027,141.0,,,,,2,3.0,139.0,0.06408583683420484,0.812697942820333
Ruben Bemelmans,6.0,19.0,14.0,481.0,72.0,20210918.0,0.057369200968940305,0.03209066642013387,0.0395010395010395,0.07733595854753159,59.0,0.052600059195603274,339.0,0.0813698053109324,83.0,6,34.0,424.0,0.07954158501654904,1.008698422380835
Rubin Statham,6.0,29.0,13.0,331.0,56.0,20240914.0,0.08282115739211547,0.03730762943384123,0.08761329305135952,0.08398305333330769,237.0,,,0.09980084203477803,94.0,6,40.0,349.0,0.0955170441303557,1.2112895626196627
Rudolf Molleker,12.0,80.0,40.0,1056.0,155.0,20240715.0,0.07660869921266238,0.03727464087646836,0.07575757575757576,0.09044147352300203,92.0,0.06366619366118267,776.0,0.09405036728772168,188.0,12,169.0,922.0,0.15169611653073858,1.9237186861943931
Ryan Harrison,13.0,118.0,47.0,1024.0,160.0,20210104.0,0.10501563627362108,0.0430280035927935,0.115234375,0.11478381709985759,885.0,0.04985425555760821,139.0,,,13,113.0,947.0,0.10730680479111834,1.3608001988017888
Ryan Peniston,13.0,56.0,39.0,986.0,151.0,20230703.0,0.0631618081195068,0.0384356977749913,0.056795131845841784,0.07601114555314133,67.0,,,0.07149478086821862,919.0,13,77.0,991.0,0.07803182318737341,0.9895525331589468
Saba Purtseladze,4.0,26.0,5.0,298.0,46.0,20240914.0,0.08243877658114099,0.027610139134868105,0.087248322147651,0.08810487818526791,298.0,,,,,4,15.0,338.0,0.0630654011566889,0.7997573928195092
Salvatore Caruso,56.0,188.0,151.0,4510.0,678.0,20220117.0,0.044713292475282364,0.033660260105119744,0.041685144124168516,0.06572929025217865,2270.0,0.02622489870589173,1883.0,0.06248562214686968,357.0,56,383.0,4429.0,0.08584432927182366,1.0886260248499418
Sam Querrey,89.0,1395.0,390.0,7240.0,1158.0,20220829.0,0.18672019189183722,0.05291516716179816,0.19267955801104972,0.1792048834827601,4106.0,0.12115997217617101,903.0,0.19927845532694044,2231.0,89,745.0,7279.0,0.10112544160094236,1.2824118778147702
Sam Riffice,1.0,1.0,9.0,96.0,13.0,20210830.0,0.06560940736620244,0.04691910708898778,0.010416666666666666,0.07358307454297781,96.0,,,,,1,14.0,82.0,0.09448602915692202,1.19821485236669
Sandro Ehrat,3.0,17.0,2.0,217.0,33.0,20210719.0,0.0786746613511125,0.026372572311406703,0.07834101382488479,,,0.061379973655673936,217.0,,,3,7.0,241.0,0.060128340177279894,0.7625113563500349
Sanjar Fayziev,6.0,33.0,14.0,467.0,66.0,20220304.0,0.07444321344133381,0.03260885480523407,0.07066381156316917,0.07900485002689388,467.0,,,,,6,44.0,436.0,0.09036156226511532,1.1459108500506459
Santiago Giraldo,6.0,21.0,15.0,528.0,82.0,20200306.0,0.05661882117848751,0.031542971030321054,0.03977272727272727,0.07045365869833106,189.0,0.04854051927679407,339.0,,,6,41.0,508.0,0.07989236349519428,1.013146783548657
Santiago Rodriguez Taverna,1.0,9.0,7.0,163.0,25.0,20220523.0,0.07201112975779114,0.037783085463832924,0.05521472392638037,,,0.05305762654627145,163.0,,,1,2.0,151.0,0.060875255995710364,0.7719832924139862
Sebastian Baez,222.0,427.0,398.0,17016.0,2608.0,20260117.0,0.02632879341143985,0.02367201866766984,0.0250940291490362,0.02962113609509709,6470.0,0.025500987168227025,9673.0,0.04815523642197985,873.0,230,1064.0,17803.0,0.0601847094464449,0.7632261974343012
Sebastian Dominko,4.0,37.0,14.0,288.0,45.0,20240202.0,0.09962538670586688,0.041092844645549326,0.1284722222222222,0.10559062269551804,154.0,0.06530232911151838,134.0,,,4,13.0,302.0,0.06345052144392652,0.8046412560978511
Sebastian Fanselow,1.0,1.0,3.0,49.0,6.0,20240520.0,0.07247720724640626,0.03846743232992859,0.02040816326530612,,,0.04871145600345395,49.0,,,1,0.0,37.0,0.0721790985209071,0.9153318077803203
Sebastian Korda,261.0,1953.0,596.0,20641.0,3290.0,20260324.0,0.09431786825976125,0.029003938839225224,0.0946175088416259,0.10411117044267354,14291.0,0.05929937238970574,4151.0,0.09553736666609479,2199.0,253,1379.0,20407.0,0.06779171750149644,0.8596936870194327
Sebastian Ofner,102.0,783.0,310.0,8733.0,1349.0,20251013.0,0.08918671477648488,0.035505515943954666,0.08965991068361388,0.10449194347052668,3050.0,0.06403611815046394,4236.0,0.11927537410134291,1447.0,105,623.0,8695.0,0.07196726399710131,0.9126454500729116
Seongchan Hong,10.0,41.0,19.0,735.0,108.0,20240729.0,0.06391389079615543,0.02931442917721404,0.055782312925170066,0.06739841847869339,735.0,,,,,10,60.0,682.0,0.08460468211981184,1.0729055671009158
Sergey Fomin,4.0,22.0,11.0,343.0,44.0,20240913.0,0.07206226925119301,0.03401329356142387,0.0641399416909621,0.07738520184834051,343.0,,,,,4,40.0,307.0,0.10119132397968375,1.2832473584188504
Sergiy Stakhovsky,18.0,152.0,54.0,1583.0,240.0,20211126.0,0.09255787496401231,0.034428581500825985,0.09602021478205938,0.08936691360353288,1105.0,0.048687088946965974,193.0,0.12160819848931437,285.0,18,104.0,1493.0,0.07160183098448833,0.9080112489411151
Shintaro Mochizuki,31.0,104.0,120.0,2470.0,378.0,20260104.0,0.04722727040196391,0.04678462617287037,0.042105263157894736,0.051088648943377384,1802.0,0.045385846251005155,148.0,0.06663219126650037,520.0,34,288.0,2749.0,0.10147420325615637,1.2868346628438603
Sho Shimabukuro,10.0,48.0,24.0,689.0,111.0,20250924.0,0.07304156662409221,0.035144056121338786,0.06966618287373004,0.07839961042733432,614.0,,,0.08905603361090599,75.0,17,126.0,1229.0,0.09671102888498245,1.2264309573767347
Siim Troost,1.0,3.0,2.0,55.0,8.0,20210917.0,0.07591706824975035,0.03576236728821525,0.05454545454545454,0.0846092416995978,55.0,,,,,1,6.0,50.0,0.0834272578969698,1.0579741830229312
Simone Bolelli,4.0,7.0,4.0,276.0,45.0,20190527.0,0.05701518646987635,0.027029404017955526,0.025362318840579712,0.0689901277228569,187.0,0.046771868600308436,89.0,,,4,27.0,251.0,0.08992667596564732,1.140395884211115
Sina Moghimi,2.0,0.0,7.0,138.0,23.0,20240315.0,0.05862874731159184,0.03953880504858352,0.0,,,0.03879450510325432,138.0,,,2,13.0,168.0,0.0784194824887965,0.9944685946843158
Skander Mansouri,3.0,10.0,10.0,178.0,28.0,20240913.0,0.07187243261874811,0.0419928669829376,0.056179775280898875,0.082803364723935,77.0,0.05363561625858448,101.0,,,3,4.0,183.0,0.06096443576953072,0.7731142165355279
Soonwoo Kwon,123.0,617.0,403.0,10343.0,1609.0,20250912.0,0.060368823052558536,0.03884128056559043,0.059653872184085854,0.0643661462667832,7469.0,0.04878853177094112,1811.0,0.06650828158932355,1063.0,123,1227.0,10414.0,0.11638082726591793,1.4758714807365687
Stan Wawrinka,201.0,1712.0,384.0,17312.0,2751.0,20260111.0,0.09843847482235979,0.022485991255427842,0.0988909426987061,0.1109605729097929,11059.0,0.06987583600101571,5065.0,0.09653754153978612,1188.0,208,1214.0,17873.0,0.06816298725188182,0.8644019061404565
Stefan Dostanic,3.0,21.0,11.0,280.0,42.0,20250824.0,0.07726803831417119,0.037164525170791086,0.075,0.08308412496076029,280.0,,,,,3,20.0,282.0,0.0755751701666223,0.9583987407640229
Stefan Kozlov,14.0,21.0,63.0,1124.0,167.0,20220919.0,0.03447655252863282,0.050703331441035386,0.018683274021352312,0.03948133208362878,955.0,,,0.072586319798208,169.0,14,77.0,1061.0,0.0742931321380126,0.9421407074771355
Stefano Napolitano,7.0,53.0,17.0,653.0,98.0,20240715.0,0.08028705228265566,0.029697888999181327,0.08116385911179173,0.09099632918878732,89.0,0.06206387528289265,468.0,0.0993984192846378,96.0,7,36.0,607.0,0.06707275675634201,0.8505762603395377
Stefano Travaglia,70.0,451.0,207.0,5714.0,874.0,20230828.0,0.0789241521186844,0.036191016865577026,0.07892894644732236,0.08819405750504046,3234.0,0.059449204183082444,2121.0,0.09921161523739176,359.0,70,384.0,5526.0,0.07012188087304023,0.8892434139487718
Stefanos Sakellaridis,6.0,30.0,8.0,444.0,64.0,20251103.0,0.07291737684080143,0.026388479995424097,0.06756756756756757,0.07760332342810071,444.0,,,,,6,22.0,390.0,0.06777502032105875,0.8594819434445191
Stefanos Tsitsipas,492.0,3524.0,1178.0,39143.0,6403.0,20260827.0,0.08991584518255157,0.03015127524760736,0.09002886850777916,0.10063658547201093,23473.0,0.06362985861021923,12375.0,0.10914793395539388,3295.0,464,2399.0,37443.0,0.06422699749104555,0.814488057158988
Stephane Robert,1.0,8.0,3.0,96.0,12.0,20200112.0,0.07972231059200889,0.03482233289543939,0.08333333333333333,0.08769597776878427,96.0,,,,,1,11.0,66.0,0.09129241642411247,1.1577153812458907
Steve Darcis,20.0,89.0,37.0,1417.0,219.0,20200103.0,0.06634136821884228,0.028217874031996663,0.06280875088214538,0.07350759144533672,1076.0,0.04546941665819205,125.0,0.08328184409931874,216.0,20,134.0,1380.0,0.09300127306384068,1.1793860708129922
Steve Johnson,112.0,921.0,371.0,9485.0,1474.0,20240205.0,0.09636239413795006,0.038975404867591094,0.09710068529256721,0.10389068055572394,6102.0,0.06887096397585009,1689.0,0.09374480227563532,1694.0,112,1080.0,9045.0,0.11768578782992445,1.4924202037964462
Steven Diez,9.0,10.0,16.0,650.0,93.0,20240101.0,0.03956406290822515,0.028830359158226605,0.015384615384615385,0.0618765758635594,206.0,0.03420787173643462,444.0,,,9,48.0,600.0,0.07954226605363642,1.0087070588825529
Strong Kirchheimer,2.0,9.0,4.0,134.0,19.0,20240819.0,0.07592184654239029,0.034216998344827596,0.06716417910447761,0.08332809920096816,134.0,,,,,2,11.0,116.0,0.08244625204193103,1.0455336582569477
Stylianos Christodoulou,2.0,10.0,2.0,104.0,17.0,20240203.0,0.0824251310588024,0.03228547046852765,0.09615384615384616,0.09443823327403778,50.0,0.052580272567292564,54.0,,,2,3.0,112.0,0.06746536338600861,0.8555550608987491
Sumit Nagal,43.0,62.0,100.0,3367.0,511.0,20250912.0,0.024832032400752962,0.030334981979330482,0.018414018414018414,0.03247532942678364,1740.0,0.024066864504486266,1506.0,0.07927373505792773,121.0,45,250.0,3475.0,0.07265606865900294,0.921380455487302
Sylvestre Monnou,1.0,5.0,5.0,70.0,10.0,20220304.0,0.0777495022417796,0.04100399386412327,0.07142857142857142,0.08616426590067446,70.0,,,,,1,6.0,60.0,0.08161362185573133,1.0349747442615633
Taha Baadi,1.0,1.0,0.0,82.0,10.0,20250331.0,0.06751507480007554,0.029609703560452148,0.012195121951219513,,,0.04537643930612204,82.0,,,1,1.0,79.0,0.0679379249553996,0.8615478017955182
Tallon Griekspoor,260.0,2173.0,849.0,21786.0,3417.0,20260809.0,0.09936636915413488,0.03891065884414216,0.0997429541907647,0.10961348450156558,13216.0,0.06847358046439783,5469.0,0.10662713966443312,3101.0,243,2004.0,19903.0,0.10025820154921128,1.271414062372387
Tao Mu,1.0,1.0,7.0,46.0,8.0,20230920.0,0.07296472209335518,0.04769479174021959,0.021739130434782608,0.08183229814645067,46.0,,,,,1,0.0,51.0,0.06993850566216499,0.8869179600886918
Taro Daniel,152.0,654.0,336.0,11849.0,1840.0,20250917.0,0.055967202714804175,0.028595956985561104,0.05519453118406616,0.06274060502093234,7641.0,0.042751768808839644,3667.0,0.07470947498956466,541.0,152,1025.0,11562.0,0.08832488430476813,1.120082928152024
Tatsuma Ito,5.0,28.0,18.0,421.0,67.0,20200120.0,0.07252407558299197,0.03930801110370029,0.0665083135391924,0.07734129716603776,421.0,,,,,5,49.0,446.0,0.0952036241768752,1.207314959743033
Taylor Fritz,478.0,5143.0,1067.0,38926.0,6374.0,20260821.0,0.13158069129974154,0.027495089180596496,0.1321224888249499,0.13394551305939498,25786.0,0.09487965289396563,6734.0,0.15476074286881875,6406.0,450,3113.0,37262.0,0.08349376735313145,1.0588176158447655
Tennys Sandgren,78.0,716.0,229.0,6772.0,1050.0,20240205.0,0.10423065617033413,0.03391967054045426,0.10572947430596574,0.1110323964978531,4576.0,0.06513820885511551,949.0,0.10340110258966628,1247.0,78,493.0,6598.0,0.07495602544350334,0.9505471206925147
Terence Atmane,31.0,234.0,115.0,2262.0,358.0,20260112.0,0.09975291737552082,0.0485619373088422,0.10344827586206896,0.10903368257962015,1714.0,0.06315553137716332,548.0,,,46,211.0,3258.0,0.06630461073090115,0.8408350955908204
Thabo Ncube,1.0,1.0,7.0,60.0,8.0,20211126.0,0.07074405663834002,0.04624321112203899,0.016666666666666666,,,0.04754661683815396,60.0,,,1,1.0,56.0,0.07136461853867634,0.905003063728187
Thai-Son Kwiatkowski,4.0,29.0,18.0,377.0,58.0,20230821.0,0.0779179743290044,0.041533947382416905,0.07692307692307693,0.08300798580864478,377.0,,,,,4,28.0,339.0,0.08057140196703168,1.0217579400290786
Thanapet Chanta,1.0,4.0,7.0,70.0,9.0,20240203.0,0.0756218426673115,0.04525931301305944,0.05714285714285714,,,0.05291796541606558,70.0,,,1,8.0,53.0,0.08728977053782871,1.1069562394711379
Thanasi Kokkinakis,111.0,1309.0,318.0,10118.0,1573.0,20260114.0,0.12745220251508238,0.03159078504621962,0.1293733939513738,0.13579263353941928,8043.0,0.07640757046350531,1640.0,0.12131930055710222,435.0,114,855.0,10381.0,0.08223191411312832,1.0428155538767712
Theo Papamalamis,1.0,1.0,2.0,58.0,8.0,20241103.0,0.07105298264986115,0.0355281159741003,0.017241379310344827,0.07968822046575763,58.0,,,,,1,3.0,37.0,0.07904408707925951,1.0023894535015092
Thiago Agustin Tirante,23.0,110.0,50.0,1893.0,298.0,20250807.0,0.06172798345121518,0.02802960188231048,0.05810882197569995,0.08900502386298327,437.0,0.04949970029393902,1456.0,,,36,136.0,2866.0,0.051298917958859894,0.6505419473873951
Thiago Monteiro,154.0,934.0,324.0,12441.0,1986.0,20250714.0,0.07519213971292238,0.026343110125078884,0.0750743509364199,0.08811537275757834,5019.0,0.06420858838108973,6731.0,0.0855193546885246,691.0,154,1262.0,12426.0,0.10085313161185377,1.278958606719719
Thiago Seyboth Wild,92.0,501.0,284.0,7508.0,1138.0,20250912.0,0.06734221877258932,0.037717738633806015,0.06672882258923815,0.08411591839265178,2578.0,0.05523596987922609,4522.0,0.09071982173908459,408.0,92,492.0,7169.0,0.06916927811515872,0.8771630801355745
Thiemo de Bakker,1.0,9.0,4.0,55.0,7.0,20190610.0,0.08910388143656355,0.04015797168381964,0.16363636363636364,,,,,0.10395959552786889,55.0,1,3.0,42.0,0.07814992319827242,0.9910502062899538
Thomas Fabbiano,33.0,71.0,96.0,3099.0,473.0,20220214.0,0.02930616349060772,0.03151525496317174,0.02291061632784769,0.03850260663341662,1405.0,0.025383354243668586,895.0,0.052795342756614135,799.0,33,429.0,3084.0,0.132187791634224,1.6763258722051708
Thomas Fancutt,1.0,5.0,1.0,59.0,10.0,20210201.0,0.07961278007328194,0.03327206343385171,0.0847457627118644,0.08822920473489541,59.0,,,,,1,6.0,55.0,0.08251047484315695,1.0463480930996025
Thomas Yaka Kofi Setodji,4.0,19.0,9.0,220.0,37.0,20240914.0,0.08151978395747808,0.03753528567119022,0.08636363636363636,0.08789871769889838,220.0,,,,,4,11.0,255.0,0.06495002450936857,0.8236570498634886
Thomaz Bellucci,2.0,3.0,6.0,140.0,19.0,20230220.0,0.06396715935858595,0.03754051317803322,0.02142857142857143,0.08208359269363966,69.0,0.044313044045755465,71.0,,,2,3.0,119.0,0.06655542592222816,0.8440157826207314
Tim Smyczek,4.0,13.0,9.0,251.0,38.0,20190727.0,0.06842129962156131,0.035747891115419254,0.05179282868525897,0.0779061728995154,184.0,,,0.08844029114599646,67.0,4,25.0,248.0,0.08725658341610557,1.1065353804032863
Tim van Rijthoven,19.0,253.0,71.0,1718.0,278.0,20240610.0,0.13434479039359604,0.040260565210641135,0.14726426076833526,0.12553684639630458,759.0,,,0.1334081059346434,959.0,19,144.0,1692.0,0.08391121704284724,1.0641114611126472
Timofey Skatov,17.0,34.0,45.0,1495.0,216.0,20251013.0,0.03458694778556011,0.03127803541748704,0.02274247491638796,0.043627185307580696,895.0,0.033871443745550824,600.0,,,19,142.0,1583.0,0.08751501061706324,1.1098125983497487
Titouan Droguet,7.0,58.0,17.0,659.0,100.0,20250721.0,0.0845536034500816,0.029529629004851687,0.08801213960546282,0.09338907874627318,387.0,0.06082060081183158,272.0,,,14,77.0,1155.0,0.06980210035603628,0.8851881502405755
Tobias Kamke,1.0,0.0,8.0,110.0,16.0,20190826.0,0.06184758049732629,0.043670347286544973,0.0,0.06960236269277842,110.0,,,,,1,12.0,98.0,0.08743426918400886,1.1087886841779884
Tom Kocevar-Desman,1.0,2.0,1.0,45.0,8.0,20210917.0,0.07537587877221666,0.03431882498008525,0.044444444444444446,,,0.05139650279899061,45.0,,,1,0.0,50.0,0.07009392456363646,0.8888888888888888
Tomas Barrios Vera,28.0,94.0,51.0,2236.0,331.0,20250912.0,0.04762604933749484,0.024761713625242005,0.04203935599284436,0.06864562699818054,525.0,0.04122209070533972,1295.0,0.06777158819262297,416.0,29,186.0,2135.0,0.08581548956750944,1.0882602971084385
Tomas Berdych,22.0,148.0,56.0,1859.0,293.0,20190826.0,0.07947864809811261,0.03110751532365557,0.07961269499731038,0.08256541167125897,1774.0,,,0.08721982673233061,85.0,22,155.0,1841.0,0.0832406363470042,1.055607561047855
Tomas Machac,131.0,748.0,361.0,10694.0,1661.0,20260117.0,0.07026701514815543,0.03382656184569478,0.06994576397980176,0.07739030015958354,7579.0,0.04549330339440551,2147.0,0.0798988420798102,968.0,143,1050.0,11537.0,0.09060419419063721,1.1489877618376343
Tomas Martin Etcheverry,193.0,1241.0,335.0,15724.0,2436.0,20260113.0,0.07892224423552695,0.02166161480501972,0.07892393792928008,0.09291116997046263,7613.0,0.06217338086948961,6691.0,0.08258330547537382,1420.0,206,1229.0,17002.0,0.07243663176954583,0.9185976891624733
Tomasz Berkieta,1.0,13.0,4.0,73.0,11.0,20250912.0,0.09416969567364991,0.0386297613449005,0.1780821917808219,0.10253108873851373,73.0,,,,,1,4.0,75.0,0.0748258232708135,0.9488959752425532
Tommy Paul,367.0,2023.0,810.0,30142.0,4808.0,20260820.0,0.06726940822649585,0.02698814344562039,0.06711565257779842,0.07280460769490274,18960.0,0.04617175380360232,7026.0,0.08018033713019762,4156.0,336,1690.0,28276.0,0.060034253942447914,0.7613182114482451
Tommy Robredo,2.0,2.0,3.0,96.0,15.0,20220418.0,0.0676255363984605,0.03482233289543939,0.020833333333333332,,,0.04611178174506215,96.0,,,2,3.0,97.0,0.06950154135540525,0.8813766422136007
Trent Bryde,1.0,2.0,0.0,97.0,14.0,20210726.0,0.0674894689207976,0.028716050535488803,0.020618556701030927,0.07544709250164386,97.0,,,,,1,10.0,97.0,0.08358604839765878,1.059987868411533
Trevor Svajda,1.0,0.0,1.0,74.0,9.0,20250203.0,0.06654486509205992,0.032219150034046275,0.0,0.07488861808716665,74.0,,,,,1,9.0,55.0,0.08910388143656355,1.1299617000889641
Tristan Boyer,14.0,60.0,30.0,1218.0,193.0,20250824.0,0.05657742030509049,0.027362099577341124,0.04926108374384237,0.06170465795015303,1018.0,0.048119072909251374,200.0,,,15,115.0,1323.0,0.0850506477386166,1.0785610341881113
Tristan Lamasine,4.0,4.0,7.0,286.0,40.0,20210105.0,0.05181088346011139,0.03100856722469087,0.013986013986013986,0.06585752314158998,139.0,0.045468818547624905,147.0,,,4,16.0,287.0,0.06920271623527861,0.8775871222137568
Tristan Schoolkate,21.0,212.0,102.0,1881.0,294.0,20260113.0,0.10676995442947673,0.050974080278885545,0.11270600744284955,0.11040056972733664,1715.0,0.051639608274552544,101.0,0.10172390530146311,65.0,23,199.0,1975.0,0.09707042781205744,1.2309886378739296
Tung-Lin Wu,11.0,39.0,18.0,824.0,120.0,20250912.0,0.05763257030525851,0.02636591267658328,0.04733009708737864,0.06086372955336356,824.0,,,,,11,97.0,833.0,0.10425163507999709,1.322056378609212
Ugo Blanchet,11.0,77.0,55.0,1086.0,167.0,20251103.0,0.0730432476807782,0.046616337224857286,0.070902394106814,0.07525272531744642,776.0,0.06319921654302932,310.0,,,11,92.0,1050.0,0.08520156279561132,1.0804748479482018
Ugo Humbert,338.0,2388.0,908.0,27512.0,4381.0,20260816.0,0.08668466129455563,0.03304212801361916,0.08679848793253853,0.09421843984145484,16672.0,0.05587819716743967,5056.0,0.09206041655323097,5784.0,308,1987.0,25138.0,0.07904073404548659,1.002346932348879
Ulises Blanch,1.0,13.0,5.0,159.0,25.0,20200831.0,0.07968205018539608,0.03447562990364568,0.08176100628930817,0.0867570750864347,159.0,,,,,1,15.0,140.0,0.08618938158080816,1.0930017701866623
Valentin Royer,23.0,175.0,52.0,1983.0,311.0,20260112.0,0.08667321277953689,0.027810271555240424,0.08825012607160868,0.08685886071521506,1632.0,0.06283143017216364,155.0,0.09782150329728247,196.0,31,328.0,2667.0,0.11722930096303763,1.486631312584755
Valentin Vacherot,25.0,155.0,62.0,1862.0,293.0,20260115.0,0.0824678452933848,0.03371877856593189,0.08324382384532761,0.10060991129866483,1235.0,0.04563918573081872,627.0,,,33,202.0,2456.0,0.08177250211962059,1.036989567972949
Vasek Pospisil,75.0,734.0,246.0,5973.0,942.0,20250727.0,0.12012274690940473,0.040839773594247286,0.12288632178134941,0.11951472133285863,5252.0,0.04783856462034233,99.0,0.12651821523011778,622.0,75,498.0,5726.0,0.08644176723043362,1.0962023728218222
Viacheslav Bielinskyi,1.0,1.0,4.0,59.0,8.0,20240201.0,0.07089818312339087,0.039808011146270014,0.01694915254237288,0.07951460778500435,59.0,,,,,1,7.0,61.0,0.08360578319660826,1.0602381332329116
Viktor Durasovic,17.0,91.0,47.0,1056.0,155.0,20250912.0,0.08416364426760742,0.04208233318416067,0.08617424242424243,0.08687994847068475,1056.0,,,,,17,98.0,972.0,0.09441856126358339,1.1973592652224576
Viktor Galovic,2.0,7.0,7.0,158.0,23.0,20190715.0,0.06907216138644517,0.03812164357730813,0.04430379746835443,,,0.04944621022972331,103.0,0.09077278234105571,55.0,2,11.0,150.0,0.07734957464297529,0.9809006684737909
Viktor Troicki,16.0,128.0,44.0,1332.0,210.0,20210612.0,0.09211447231734204,0.03364427085227364,0.0960960960960961,0.09232479340077318,786.0,0.05139650279899061,45.0,0.10022376910674845,501.0,16,122.0,1288.0,0.09096105808864716,1.1535132946246967
Vilius Gaubas,6.0,6.0,15.0,475.0,68.0,20250505.0,0.042905446918441614,0.033453573847014785,0.01263157894736842,0.06555640596100631,233.0,0.03251003698683929,242.0,,,9,31.0,651.0,0.059507389204221134,0.7546368305058503
