player,matches,ace,dfs,svpt,svgms,last,ace_pct,df_pct,ace_pct_raw,ace_hard,n_hard,ace_clay,n_clay,ace_grass,n_grass,ret_matches,ace_conc,svpt_faced,conceded_pct,ret_mult
Maximus Jones,1.0,3.0,14.0,71.0,8.0,20240203.0,0.07333814448755077,0.06002521680708692,0.04225352112676056,,,0.05068247079734782,71.0,,,1,4.0,47.0,0.07951289944885102,1.0083346493069636
Mees Rottgering,1.0,0.0,2.0,70.0,8.0,20250203.0,0.06711120436943917,0.03462101514071901,0.0,0.07552596802833404,70.0,,,,,1,10.0,59.0,0.09050602626064577,1.1477428553388493
Mehluli Don Ayanda Sibanda,1.0,2.0,5.0,44.0,6.0,20211126.0,0.07554564426494687,0.04340512863995031,0.045454545454545456,,,0.05151226068817753,44.0,,,1,1.0,41.0,0.07379198651618234,0.9357854808617987
Menelaos Efstathiou,2.0,1.0,5.0,89.0,16.0,20240203.0,0.06654860133667978,0.03941079164854384,0.011235955056179775,0.0814669753868683,48.0,0.04732753683798373,41.0,,,2,6.0,101.0,0.0749346627817094,0.9502762122960462
Michael Agwi,4.0,24.0,11.0,254.0,40.0,20240913.0,0.08492701231442876,0.038642013939048835,0.09448818897637795,0.11035931856682725,121.0,0.042910776258069085,133.0,,,4,8.0,270.0,0.059018307542740914,0.7484345917618291
Michael Bassem Sobhy,1.0,2.0,1.0,71.0,11.0,20240202.0,0.07121500223701999,0.0324243675501867,0.028169014084507043,,,0.048559328546817035,71.0,,,1,0.0,81.0,0.0655764367019468,0.8316008316008315
Michael Geerts,2.0,8.0,4.0,109.0,22.0,20221017.0,0.07768618085193794,0.03589759747767767,0.07339449541284404,0.08257286193058144,42.0,0.059681892388759795,67.0,,,2,8.0,141.0,0.07309106479415232,0.9268968141967199
Michael Mmoh,58.0,381.0,203.0,4957.0,758.0,20260109.0,0.07700994326183244,0.040558498621642326,0.07686100463990317,0.07998583144704806,4032.0,0.05034714368743067,670.0,0.10275055872546618,255.0,58,444.0,4849.0,0.09059673576941063,1.1488931786366188
Michael Venus,1.0,2.0,3.0,54.0,9.0,20200113.0,0.07388164328994803,0.03804378219413643,0.037037037037037035,0.08259296249629294,54.0,,,,,1,15.0,57.0,0.10184303294012344,1.2915119385137805
Michael Vrbensky,1.0,6.0,0.0,79.0,11.0,20210105.0,0.0783763383165687,0.029795150555611556,0.0759493670886076,0.08663299576892901,79.0,,,,,1,0.0,68.0,0.06739800438811198,0.8547008547008547
Michail Pervolarakis,12.0,25.0,44.0,789.0,119.0,20230102.0,0.047554471029130706,0.049009148121226184,0.031685678073510776,0.052605400155860606,712.0,0.04794851938270613,77.0,,,12,54.0,725.0,0.07603756982545459,0.9642626144381083
Mikael Torpegaard,5.0,18.0,20.0,391.0,61.0,20220304.0,0.06263244760257447,0.043327278275774886,0.04603580562659847,0.0660600903662267,319.0,,,0.09385935585843294,72.0,5,44.0,344.0,0.1015353038355328,1.2876095035515323
Mikael Ymer,124.0,315.0,402.0,10422.0,1583.0,20251013.0,0.03202201682255003,0.038465337009437994,0.030224525043177894,0.03441170222912903,6676.0,0.029258843612717373,2364.0,0.04786847136093173,1382.0,124,632.0,10018.0,0.06369190497731199,0.8077023365284708
Mikhail Kukushkin,99.0,285.0,128.0,7921.0,1205.0,20250127.0,0.03804137315871126,0.017097930190618667,0.03598030551698018,0.042115832657966985,5809.0,0.02735705739327364,1094.0,0.054514538762468506,1018.0,99,804.0,7533.0,0.10532487911932892,1.3356666124143144
Mili Poljicak,3.0,9.0,8.0,297.0,38.0,20250721.0,0.05816680925916271,0.03195391264869144,0.030303030303030304,,,0.04285716462776302,297.0,,,3,10.0,276.0,0.06145305629236156,0.7793106073972365
Milos Raonic,96.0,1710.0,382.0,7384.0,1253.0,20240729.0,0.22373359019188546,0.050908514531877946,0.23158179848320692,0.2211533704855883,5476.0,0.10397536271659348,272.0,0.21380236540529488,1636.0,96,618.0,7934.0,0.0779388368194908,0.9883733361066553
Miomir Kecmanovic,366.0,1591.0,779.0,29346.0,4569.0,20260826.0,0.05454656982631737,0.026668186549994553,0.05421522524364479,0.059905586469568686,18271.0,0.03846991248463823,7213.0,0.06435983481116386,3862.0,339,2678.0,27687.0,0.09646962174862522,1.2233695776274582
Mirza Basic,8.0,31.0,14.0,647.0,98.0,20220926.0,0.05973473357558397,0.02700274796192735,0.04791344667697063,0.07248724284178067,407.0,0.04511163085242316,240.0,,,8,61.0,634.0,0.08949929018726925,1.1349760354576828
Mischa Zverev,19.0,76.0,51.0,1244.0,192.0,20210322.0,0.0654150036822606,0.039703088270156894,0.06109324758842444,0.0710173545980143,649.0,0.05139175321712152,298.0,0.08651594830011528,297.0,19,107.0,1183.0,0.08751880357146963,1.1098606983106067
Mitchell Krueger,27.0,131.0,66.0,2136.0,334.0,20250714.0,0.06409395349118155,0.031652948389644296,0.06132958801498127,0.06999416551450843,1793.0,0.04782152263502925,141.0,0.07691298333086437,202.0,27,231.0,2130.0,0.10377164666151636,1.3159694548902312
Moez Echargui,5.0,28.0,11.0,325.0,50.0,20251103.0,0.08212726352225712,0.034857761539500605,0.08615384615384615,0.09393975927533695,244.0,0.04962878117578134,81.0,,,6,22.0,375.0,0.06908679490791794,0.8761170778337677
Mohamed Safwat,7.0,26.0,23.0,704.0,102.0,20240202.0,0.05212161780220689,0.03376075825737132,0.036931818181818184,0.06212686979090769,445.0,0.045328442709485314,259.0,,,7,43.0,652.0,0.07085766735136541,0.8985742144318315
Mubarak Shannan Zayid,2.0,8.0,4.0,113.0,16.0,20210308.0,0.07708044065036337,0.03561769418350475,0.07079646017699115,0.08478987324233332,113.0,,,,,3,10.0,119.0,0.08004290183744973,1.0150558200395605
Muhammad Shoaib,3.0,16.0,15.0,265.0,32.0,20240914.0,0.07149212940396453,0.044017860325019455,0.06037735849056604,0.07700044462758568,61.0,,,0.08990333769069593,204.0,3,18.0,192.0,0.08368626022573718,1.061258694393509
Mukund Sasikumar,3.0,7.0,5.0,182.0,29.0,20230717.0,0.06622382483442682,0.0331131909211992,0.038461538461538464,0.07713235125151859,138.0,,,0.08851715307473051,44.0,3,18.0,183.0,0.08497815789646039,1.0776417617169078
Murkel Dellien,4.0,8.0,13.0,223.0,39.0,20240913.0,0.06347073202830884,0.04377508365351194,0.03587443946188341,,,0.04634260633314739,223.0,,,4,7.0,294.0,0.05553640641734353,0.7042792210668188
Murphy Cassone,1.0,11.0,8.0,100.0,16.0,20250721.0,0.08508453210727282,0.04454375423227587,0.11,0.092994409946634,100.0,,,,,2,27.0,171.0,0.10252585998885536,1.3001711394420943
Muzammil Murtaza,1.0,0.0,2.0,38.0,7.0,20210305.0,0.07201430605853061,0.03715040437474415,0.0,,,,,0.08744661179264919,38.0,1,2.0,39.0,0.0764060730151171,0.9689357497041148
N.Sriram Balaji,1.0,8.0,1.0,55.0,11.0,20240203.0,0.08690607923876134,0.03356456509041304,0.14545454545454545,,,,,0.1017617933300667,55.0,1,3.0,55.0,0.07591706824975035,0.9627344861102408
Nam Hoang Ly,2.0,1.0,2.0,170.0,24.0,20240202.0,0.05709169483094107,0.028547152835329714,0.0058823529411764705,0.06403018416371403,170.0,,,,,2,7.0,142.0,0.07111119198087898,0.901789260923196
Nerman Fatic,4.0,15.0,14.0,290.0,45.0,20250912.0,0.06745255949802378,0.040973734950924545,0.05172413793103448,0.08084982337047769,138.0,0.05049174591585294,152.0,,,5,16.0,329.0,0.06521572846863705,0.8270265472714003
Nicholas David Ionel,1.0,0.0,0.0,87.0,13.0,20240203.0,0.06476851345715895,0.029305702497203153,0.0,0.0728895379328891,87.0,,,,,1,4.0,87.0,0.07298206581855526,0.9255145549080345
Nick Chappell,2.0,4.0,1.0,140.0,20.0,20230227.0,0.0658190112104378,0.028281253918773952,0.02857142857142857,0.07314297217280925,140.0,,,,,2,5.0,126.0,0.06947198869512626,0.881001873194422
Nick Hardt,5.0,11.0,16.0,333.0,56.0,20240715.0,0.05803856214684367,0.04129860452406267,0.03303303303303303,0.07958278084890823,134.0,0.04152160892412492,199.0,,,5,31.0,377.0,0.08049197690300697,1.020750719255661
Nick Kyrgios,114.0,1827.0,358.0,9393.0,1551.0,20260106.0,0.18978272909768573,0.03801407915001919,0.19450654742893644,0.18917551663250273,6723.0,0.11190188032344801,421.0,0.18206931520014358,2249.0,114,1200.0,9498.0,0.12442334472152318,1.5778618379535074
Nicola Kuhn,9.0,15.0,25.0,737.0,114.0,20220718.0,0.04093427093547618,0.034539909512874174,0.0203527815468114,0.06649361106619023,194.0,0.032469247709596374,366.0,0.07851233269528657,177.0,9,42.0,739.0,0.06456739776438666,0.8188048081845773
Nicolai Budkov Kjaer,11.0,78.0,24.0,825.0,129.0,20251222.0,0.0894222580029685,0.03124234866623505,0.09454545454545454,0.10264951372624459,618.0,0.049211604193658685,207.0,,,13,69.0,834.0,0.08147671479224992,1.0332385714292298
Nicolas Alvarez,3.0,8.0,7.0,252.0,35.0,20210917.0,0.06064764732152824,0.03262557839898456,0.031746031746031744,,,0.044281355437961384,252.0,,,3,13.0,232.0,0.07047826907220951,0.8937629142099547
Nicolas Alvarez Varona,3.0,17.0,17.0,227.0,33.0,20221010.0,0.07741988206321597,0.049875402099103565,0.07488986784140969,0.08302409666663685,148.0,0.058186730157726144,79.0,,,3,11.0,221.0,0.06850606449860935,0.8687526049284783
Nicolas Arseneault,2.0,14.0,8.0,154.0,21.0,20250727.0,0.08220625641450616,0.04020194425295656,0.09090909090909091,0.08934513533089711,154.0,,,,,2,12.0,136.0,0.08123557099559031,1.0301805311952204
Nicolas Barrientos,2.0,7.0,13.0,146.0,25.0,20230203.0,0.07059023086746595,0.049948492886699516,0.04794520547945205,0.0818125352996303,95.0,0.050712735577718014,51.0,,,2,15.0,158.0,0.0834090789491692,1.0577436485677378
Nicolas Jarry,185.0,1776.0,477.0,15496.0,2455.0,20250824.0,0.11371050994298167,0.030905377272026795,0.11461022199277233,0.12081742824882037,6325.0,0.0931549965787791,7274.0,0.14945651543978247,1897.0,185,1079.0,15669.0,0.0691108510830566,0.8764221437424472
Nicolas Kicker,2.0,1.0,3.0,168.0,23.0,20220221.0,0.057292721925416214,0.030408234359397775,0.005952380952380952,,,0.03850606293230779,168.0,,,2,14.0,153.0,0.08235491148939676,1.044375332442576
Nicolas Mahut,8.0,62.0,20.0,883.0,125.0,20210202.0,0.07290901485084678,0.02671229705077002,0.07021517553793885,0.10687212820319145,138.0,0.051376004595767875,415.0,0.07849536433586349,330.0,8,85.0,801.0,0.09703769030277802,1.2305734805200002
Nicolas Mejia,12.0,38.0,29.0,922.0,132.0,20250912.0,0.05260383211318942,0.03273213095017998,0.04121475054229935,0.059478716434093915,718.0,0.046144774413163614,204.0,,,13,73.0,861.0,0.08290425539542935,1.0513417806374958
Nicolas Moreno De Alboran,18.0,104.0,38.0,1444.0,220.0,20250505.0,0.07350448267550781,0.02834700494367567,0.07202216066481995,0.08467419927801498,468.0,0.06313331667554566,976.0,,,18,97.0,1383.0,0.07209325073114774,0.9142431378716538
Nik Razborsek,1.0,8.0,4.0,116.0,17.0,20200306.0,0.07663229855355894,0.03541061456615879,0.06896551724137931,,,,,0.08973181388600843,116.0,1,21.0,110.0,0.10302405108556159,1.3064888985512095
Niki Kaliyanda Poonacha,1.0,8.0,0.0,52.0,10.0,20240203.0,0.0874828894991956,0.03157494937198658,0.15384615384615385,,,,,0.10243720346278838,52.0,1,6.0,76.0,0.07887030683537061,1.000185677227561
Nikola Mektic,1.0,4.0,0.0,42.0,8.0,20191120.0,0.08041236663718646,0.032289314742393514,0.09523809523809523,0.08936019224732353,42.0,,,,,1,4.0,53.0,0.07845974846277354,0.9949792234883285
Nikola Milojevic,12.0,34.0,39.0,887.0,144.0,20220131.0,0.05092639165006714,0.04139228991152909,0.038331454340473504,0.06583729461970925,367.0,0.04333852581038133,520.0,,,12,51.0,994.0,0.05921252945024133,0.7508975968886028
Nikolas Sanchez Izquierdo,1.0,2.0,4.0,81.0,12.0,20240520.0,0.06973444085995095,0.03798727051172128,0.024691358024691357,,,0.04754977909677926,81.0,,,1,4.0,78.0,0.07435620513313057,0.9429405611719932
Nikoloz Basilashvili,191.0,890.0,863.0,15391.0,2347.0,20251013.0,0.05835870217552,0.0555551818831067,0.05782600220908323,0.06954568155804768,9313.0,0.03593286659494099,4077.0,0.06176660390053326,2001.0,195,1624.0,15347.0,0.10513382015962637,1.3332437178844456
Nino Serdarusic,8.0,45.0,20.0,597.0,91.0,20230522.0,0.07677258380505156,0.03437500212250545,0.07537688442211055,0.09306685458331114,336.0,0.04972986950915404,261.0,,,8,79.0,524.0,0.11963448707103508,1.5171324326235944
Nishesh Basavareddy,27.0,122.0,85.0,1942.0,303.0,20251222.0,0.0655603185540719,0.04238765034847905,0.06282183316168898,0.07222087196778598,1670.0,0.04775424398591883,58.0,0.07378113349377907,214.0,30,284.0,2168.0,0.12287471419534128,1.5582230393516758
Noah Rubin,7.0,30.0,20.0,563.0,85.0,20210823.0,0.06390681833191736,0.03558865744147242,0.05328596802841918,0.07665835138848982,337.0,0.04954470865647574,102.0,0.08263667168927546,124.0,7,61.0,515.0,0.10113908858320919,1.2825849406155674
Norbert Gombos,55.0,274.0,169.0,4637.0,720.0,20250912.0,0.06065957237515116,0.03638512549456779,0.05908992883329739,0.06807174381800994,2516.0,0.0500740897776797,1914.0,0.08945900488497587,207.0,55,375.0,4644.0,0.08059918042300485,1.0221102096589896
Novak Djokovic,394.0,2715.0,993.0,32028.0,5314.0,20260815.0,0.08469662840920304,0.03106179465635062,0.0847695766204571,0.09693404354743397,17442.0,0.05524469820809829,9843.0,0.10000031420672376,4743.0,380,2553.0,32497.0,0.07856467963807146,0.9963098973862593
Nuno Borges,149.0,813.0,375.0,12646.0,1951.0,20260114.0,0.06473572482397949,0.0298384084865965,0.06428910327376246,0.06819575172511842,7555.0,0.04912984262483233,3770.0,0.09314446017732735,1321.0,164,1120.0,14012.0,0.07990162823019958,1.0132642733319153
Olaf Pieczkowski,2.0,12.0,5.0,109.0,29.0,20250912.0,0.08554472702089667,0.03786223401991736,0.11009174311926606,0.0933147445448271,109.0,,,,,2,7.0,89.0,0.07881853998698653,0.9995292012686551
Oleksii Krutykh,4.0,20.0,15.0,463.0,65.0,20240201.0,0.059724526133993525,0.03391874520989332,0.04319654427645788,0.069748637514103,367.0,0.04611178174506215,96.0,,,4,34.0,400.0,0.08192783256704551,1.0389593750522603
Oliver Crawford,1.0,5.0,3.0,131.0,20.0,20250630.0,0.06881782684300643,0.032527075548282366,0.03816793893129771,,,,,0.08154729936945451,131.0,1,21.0,110.0,0.10302405108556159,1.3064888985512095
Oliver Ojakaar,2.0,9.0,7.0,89.0,16.0,20240315.0,0.08290851953708878,0.043500771198646086,0.10112359550561797,,,0.06108679702566631,89.0,,,2,3.0,122.0,0.06617292347439925,0.8391651172033707
Oliver Tarvet,2.0,8.0,2.0,155.0,28.0,20250630.0,0.0712473262227683,0.02931869750655484,0.05161290322580645,,,,,0.08342633507239702,155.0,2,6.0,191.0,0.06352329281495163,0.8055640987484249
Olle Wallin,2.0,12.0,14.0,164.0,20.0,20250912.0,0.07720259938588016,0.05012744169528003,0.07317073170731707,0.08421490243495922,164.0,,,,,2,14.0,169.0,0.08003913190445766,1.015008012022398
Omar Jasika,2.0,5.0,3.0,207.0,31.0,20250113.0,0.060201426776995734,0.02845449277782197,0.024154589371980676,0.06671697689179076,207.0,,,,,2,36.0,193.0,0.11389926821861114,1.444401845129704
Omni Kumar,5.0,14.0,12.0,299.0,49.0,20240818.0,0.06515345644297055,0.03758494580277244,0.046822742474916385,0.07081145203621889,299.0,,,,,5,30.0,286.0,0.0897117580956799,1.137670425366757
Orel Kimhi,3.0,3.0,4.0,213.0,30.0,20250912.0,0.05634953679222905,0.029807303615233174,0.014084507042253521,0.06280131317017455,213.0,,,,,3,17.0,206.0,0.08010274926342642,1.015814769011393
Oriol Roca Batalla,1.0,5.0,3.0,60.0,8.0,20230522.0,0.07943970881225307,0.03754755894812595,0.08333333333333333,,,0.05624226901206701,60.0,,,1,2.0,40.0,0.07623242284917366,0.9667336230002417
Orlando Luz,1.0,2.0,2.0,57.0,10.0,20210918.0,0.07339664344340571,0.03560585802218367,0.03508771929824561,,,0.05004692285678517,57.0,,,1,6.0,63.0,0.08108480789122335,1.0282686444067368
Oscar Otte,77.0,656.0,336.0,6394.0,1001.0,20240617.0,0.10119844952217197,0.0515560608060256,0.10259618392242728,0.10794587523570909,3199.0,0.0650176997307192,1659.0,0.11792438841176671,1536.0,77,480.0,6331.0,0.07599795959792548,0.9637603014151725
Osgar O'Hoisin,1.0,11.0,4.0,54.0,10.0,20240203.0,0.09370543183620354,0.04024642536594259,0.2037037037037037,0.10241675104254845,54.0,,,,,1,8.0,49.0,0.08806740769184056,1.1168177649898117
Otto Virtanen,34.0,300.0,148.0,2931.0,442.0,20250912.0,0.09953235246281489,0.04871566409971118,0.1023541453428864,0.10703173844980966,1875.0,0.06591784860603894,751.0,0.10681080278748985,305.0,37,184.0,3065.0,0.06220556018863966,0.7888534080951761
Pablo Andujar,100.0,163.0,398.0,8115.0,1225.0,20230417.0,0.022847007170127588,0.04841713178110839,0.02008626001232286,0.030141579553251488,3465.0,0.021121710452864248,4139.0,0.049727350126432875,511.0,100,630.0,7961.0,0.0791223856062237,1.0033823882111594
Pablo Carreno Busta,271.0,1133.0,502.0,21587.0,3441.0,20260824.0,0.05296503688787176,0.02348077851076263,0.05248529207393338,0.05844867372604103,13809.0,0.04397893993961988,6464.0,0.055601876292403936,1314.0,239,1918.0,19456.0,0.0981840383790107,1.245110775643735
Pablo Cuevas,96.0,520.0,269.0,7545.0,1199.0,20220523.0,0.06942004607345958,0.035654106622547255,0.06891981444665342,0.08221372295798546,2282.0,0.061187958372579565,4795.0,0.08790508751748888,468.0,96,531.0,7556.0,0.07070666994138215,0.8966593563207943
Pablo Llamas Ruiz,13.0,27.0,10.0,1005.0,153.0,20250824.0,0.04166709327660954,0.01727535737803412,0.026865671641791045,0.07363907747801085,245.0,0.030923658401336915,760.0,,,15,71.0,1178.0,0.0649824246220763,0.8240679285575259
Paolo Lorenzi,23.0,99.0,72.0,2076.0,312.0,20210712.0,0.05272304767917464,0.03484324600813325,0.0476878612716763,0.06338669981427913,1359.0,0.04175020287492232,555.0,0.07526977929747393,162.0,23,216.0,2019.0,0.1023324787323838,1.2977187949448066
Patrick Kaukovalta,1.0,11.0,0.0,60.0,10.0,20231121.0,0.09248318707312263,0.03102581981769116,0.18333333333333332,0.10108088037677608,60.0,,,,,1,18.0,47.0,0.11083280996339241,1.4055148704271974
Patrick Kypson,9.0,72.0,18.0,709.0,111.0,20250807.0,0.0933654337724404,0.029099979365318246,0.10155148095909731,0.1098330108998,515.0,0.04692162246725728,194.0,,,14,149.0,1093.0,0.12092583124824943,1.5335084808760375
Patrick Zahraj,1.0,2.0,6.0,81.0,13.0,20250714.0,0.06973444085995095,0.04214527466972544,0.024691358024691357,,,0.04754977909677926,81.0,,,1,2.0,92.0,0.06817533750739108,0.8645585246343626
Patrik Niklas-Salminen,2.0,14.0,9.0,121.0,20.0,20210917.0,0.08741317860582805,0.04466771039565823,0.11570247933884298,0.09569291392111182,65.0,0.05673562224901497,56.0,,,2,11.0,122.0,0.08149859397248355,1.0335160300011208
Paul Jubb,9.0,35.0,44.0,860.0,131.0,20240701.0,0.0528113222647908,0.04624752152074439,0.040697674418604654,,,,,0.058175885686651066,860.0,9,109.0,903.0,0.10786052651852372,1.367822163887795
Pavel Kotov,82.0,303.0,220.0,6682.0,1026.0,20250331.0,0.04723838831596108,0.033079903574715894,0.04534570487877881,0.05091153968770143,3656.0,0.042313515468415226,2622.0,0.07873335319052283,404.0,82,396.0,6423.0,0.06266191793252769,0.7946406618468503
Pedja Krstin,3.0,7.0,13.0,190.0,28.0,20210520.0,0.06532587466718036,0.04622352053582701,0.03684210526315789,,,0.04723973516195055,190.0,,,3,12.0,168.0,0.07665891910851481,0.9721421914095744
Pedro Cachin,69.0,377.0,153.0,5545.0,867.0,20240715.0,0.06872031388622984,0.028136564695733883,0.06798917944093778,0.08099776142545144,1742.0,0.06040242815627796,3654.0,0.09708855367063815,149.0,69,305.0,5344.0,0.058590227377025836,0.7430059372068628
Pedro Martinez,199.0,395.0,730.0,15941.0,2382.0,20251103.0,0.02610258038391998,0.045546287076441955,0.024778872090834955,0.03786571634137456,6189.0,0.01957514534832751,8329.0,0.038015148636961246,1423.0,199,1476.0,15342.0,0.09576561212384935,1.2144417520415764
Pedro Sakamoto,1.0,2.0,2.0,41.0,8.0,20190225.0,0.07605956021232746,0.03689768053546017,0.04878048780487805,,,0.05186268423027398,41.0,,,1,6.0,54.0,0.08269221597717272,1.0486528245822007
Pedro Sousa,26.0,80.0,91.0,1999.0,303.0,20230403.0,0.04649531723786428,0.04388156611760647,0.0400200100050025,0.0638938382245907,719.0,0.03989304806189773,1176.0,0.07996352374043719,104.0,26,139.0,1907.0,0.07392382577097374,0.93745738679991
Peter Gojowczyk,75.0,468.0,339.0,5935.0,910.0,20220829.0,0.07885434349702232,0.05576509504595706,0.07885425442291491,0.08224916511317173,4445.0,0.0499229084843482,619.0,0.08914367896552348,871.0,75,659.0,5782.0,0.11170208121217023,1.4165384442858373
Peter Nagy,1.0,0.0,6.0,62.0,8.0,20190201.0,0.06827330314639915,0.04387852189640246,0.0,0.07683377699852163,62.0,,,,,1,11.0,43.0,0.0960322032813463,1.2178225003624945
Peter Polansky,3.0,13.0,10.0,219.0,34.0,20190805.0,0.07195842658099581,0.039211433144003126,0.0593607305936073,0.07834766554655412,219.0,,,,,3,41.0,222.0,0.11662743738526754,1.4789988415790682
Peter Torebko,1.0,0.0,3.0,113.0,17.0,20190715.0,0.061485898740031984,0.03366837644471333,0.0,,,0.04068507552738952,113.0,,,1,4.0,104.0,0.0705203691540405,0.8942968020639143
Petr Nesterov,2.0,5.0,6.0,124.0,18.0,20240914.0,0.06973714895732139,0.03868678838957621,0.04032258064516129,0.0817350424061932,71.0,0.05048883829039917,53.0,,,2,2.0,155.0,0.0604365154119575,0.7664194488650566
Petros Chrysochos,3.0,8.0,3.0,240.0,35.0,20240203.0,0.061784790708806894,0.026987307993965527,0.03333333333333333,0.0821147712542973,81.0,0.04449274373086015,159.0,,,3,3.0,218.0,0.055893634390997426,0.7088093708416822
Petros Tsitsipas,5.0,18.0,15.0,304.0,48.0,20240729.0,0.07037253700800626,0.04157937090360502,0.05921052631578947,0.08602673071521659,94.0,0.05224826843532922,210.0,,,5,12.0,276.0,0.06441163617401836,0.8168295336104116
Philip Henning,5.0,13.0,6.0,320.0,50.0,20240914.0,0.061864258407828346,0.02815538488352491,0.040625,0.07521629198817167,165.0,0.04841701575774923,155.0,,,5,24.0,361.0,0.07298589494564574,0.9255631135890622
Philip Sekulic,3.0,11.0,8.0,257.0,40.0,20231002.0,0.06475230753978145,0.03389935634115363,0.042801556420233464,0.07077200148145661,257.0,,,,,3,37.0,263.0,0.10338200008089957,1.3110281918883375
Philipp Kohlschreiber,71.0,361.0,122.0,5634.0,888.0,20220425.0,0.06505506563699642,0.02258400349952568,0.06407525736599219,0.07427173199795314,2865.0,0.052198019110853186,2203.0,0.080022376775549,566.0,71,446.0,5762.0,0.07749793347186569,0.9827820656903146
Pierre-Hugues Herbert,113.0,875.0,499.0,9519.0,1469.0,20250727.0,0.09139452223547095,0.05174633300898659,0.09192142031726022,0.09532117042160686,5585.0,0.06806515985995404,2845.0,0.11974588043329776,1089.0,115,658.0,9345.0,0.07075857014403657,0.8973175233981521
Prajnesh Gunneswaran,28.0,142.0,69.0,2086.0,324.0,20220131.0,0.06980783027097201,0.03349633029611341,0.06807286673058485,0.07586925620563034,1610.0,0.049720529881632225,60.0,0.07512452936909356,416.0,28,209.0,2019.0,0.09943872098124697,1.2610219039070338
Quentin Halys,113.0,1452.0,516.0,9905.0,1586.0,20260114.0,0.14396334459520974,0.05145772703698573,0.14659262998485614,0.149154439618291,6167.0,0.10807913020052541,2171.0,0.14707758818768701,1567.0,126,875.0,11042.0,0.07922935378899111,1.0047388942096251
Radu Albot,148.0,432.0,442.0,11709.0,1787.0,20250331.0,0.03828080486032178,0.0376803928578857,0.03689469638739431,0.043966825913055334,8004.0,0.027087270169778944,2401.0,0.047712215942007245,1304.0,148,1015.0,11632.0,0.08697990908025569,1.1030267632940474
Rafael Jodar,3.0,19.0,4.0,213.0,35.0,20251222.0,0.08245067871718827,0.029807303615233174,0.0892018779342723,0.08890245509513377,213.0,,,,,18,83.0,1373.0,0.06460364695636571,0.8192644985811698
Rafael Nadal,198.0,847.0,487.0,15449.0,2525.0,20241119.0,0.055432031424925005,0.03162798139416606,0.054825555052106935,0.07101146049402696,8169.0,0.031007063687536248,6175.0,0.08591469499347532,1105.0,198,1215.0,15958.0,0.07620383091170292,0.9663710372884592
Ramkumar Ramanathan,21.0,188.0,97.0,1655.0,261.0,20241002.0,0.10683321949082064,0.054146898839969794,0.113595166163142,0.10976945267366543,1217.0,,,0.10059858707062094,438.0,21,114.0,1692.0,0.0695708728745872,0.8822558627371238
Raphael Collignon,26.0,172.0,166.0,2104.0,318.0,20260109.0,0.08128684746550975,0.0719935611486174,0.0817490494296578,0.08183448517402477,1659.0,0.06298874177046161,360.0,0.10371467209315535,85.0,37,239.0,2926.0,0.08134163140518233,1.0315255253616087
Raul Brancaccio,1.0,1.0,6.0,67.0,10.0,20210522.0,0.06968365321977818,0.04340873044140886,0.014925373134328358,,,0.046833926650001766,67.0,,,1,0.0,71.0,0.0669687177359584,0.8492569002123141
Rayane Roumane,1.0,11.0,3.0,55.0,10.0,20190916.0,0.09349948583216794,0.037960169486017444,0.2,0.10219165928201537,55.0,,,,,1,9.0,53.0,0.08949727605659252,1.1349504934668404
Raymond Sarmiento,1.0,2.0,3.0,69.0,10.0,20190819.0,0.07151869094591985,0.03682703009837513,0.028985507246376812,0.07995139653159275,69.0,,,,,1,2.0,52.0,0.07420855321600976,0.9410681285843062
Rei Sakamoto,4.0,19.0,6.0,294.0,42.0,20260106.0,0.07282747269976428,0.029210197573685787,0.06462585034013606,0.07852623195002449,294.0,,,,,6,32.0,390.0,0.08043324816916002,1.0200059568629138
Reilly Opelka,216.0,3890.0,648.0,17963.0,2895.0,20260114.0,0.21355673180055745,0.036065559936619175,0.21655625452318655,0.227771390802619,13085.0,0.1520854940930869,2775.0,0.17191434916707166,2103.0,218,1603.0,17473.0,0.09145315649603517,1.1597537899214039
Remy Bertola,1.0,3.0,3.0,54.0,9.0,20251020.0,0.0760842864617542,0.03804378219413643,0.05555555555555555,0.08479560566809911,54.0,,,,,1,5.0,56.0,0.08013654836323775,1.0162433888163727
Renzo Olivo,7.0,7.0,36.0,593.0,90.0,20220221.0,0.03881396380023808,0.050626260942737096,0.011804384485666104,0.07457396002797688,76.0,0.03039415893735095,517.0,,,7,8.0,615.0,0.03895789758978957,0.49404056796101037
Ricardas Berankis,87.0,288.0,266.0,7207.0,1100.0,20240203.0,0.042006344952495916,0.03684394335692624,0.03996114888303039,0.04480952644488584,5101.0,0.0342139888215253,1233.0,0.0630806095563082,873.0,87,705.0,7111.0,0.09806181148364217,1.243560767852149
Ricardo Rodriguez - Pace,1.0,6.0,1.0,62.0,10.0,20210918.0,0.08126031613341214,0.03305601107389163,0.0967741935483871,0.08982078998553462,62.0,,,,,1,4.0,62.0,0.07693131180440782,0.975596511342452
Riccardo Bonadio,3.0,4.0,7.0,215.0,33.0,20230403.0,0.057792302526238064,0.034588418075021034,0.018604651162790697,,,0.04044137194398508,215.0,,,3,18.0,218.0,0.0801654790511916,1.0166102703575361
