player,opp,surface,indoor,tourney_date,best_of,ace,df,svpt,svgms,tourney_name,round,score,won,sv_1in,sv_1won,sv_2won,bp_saved,bp_faced,rank,opp_rank
Viktor Troicki,Miomir Kecmanovic,Grass,O,20190624,3,6.0,5.0,52.0,9.0,Antalya,QF,6-3 6-4,0,33.0,23.0,11.0,2.0,4.0,193.0,82.0
Damir Dzumhur,Jordan Thompson,Grass,O,20190624,3,3.0,3.0,53.0,6.0,Antalya,QF,7-5 1-0 RET,0,35.0,24.0,5.0,5.0,6.0,63.0,45.0
Bernard Tomic,Pablo Carreno Busta,Grass,O,20190624,3,18.0,3.0,116.0,16.0,Antalya,QF,6-7(7) 6-4 6-4,0,77.0,52.0,23.0,4.0,7.0,101.0,59.0
Adrian Mannarino,Lorenzo Sonego,Grass,O,20190624,3,3.0,3.0,95.0,14.0,Antalya,QF,3-6 7-6(3) 6-3,0,59.0,42.0,23.0,5.0,6.0,37.0,75.0
Jordan Thompson,Miomir Kecmanovic,Grass,O,20190624,3,22.0,4.0,137.0,18.0,Antalya,SF,6-7(5) 7-6(5) 7-6(1),0,92.0,71.0,24.0,6.0,6.0,45.0,82.0
Pablo Carreno Busta,Lorenzo Sonego,Grass,O,20190624,3,1.0,2.0,67.0,10.0,Antalya,SF,6-3 7-6(2),0,45.0,29.0,13.0,5.0,7.0,59.0,75.0
Miomir Kecmanovic,Lorenzo Sonego,Grass,O,20190624,3,5.0,8.0,114.0,15.0,Antalya,F,6-7(5) 7-6(5) 6-1,0,64.0,49.0,23.0,7.0,9.0,82.0,75.0
Kamil Majchrzak,Fernando Verdasco,Grass,O,20190701,5,5.0,3.0,89.0,15.0,Wimbledon,R128,6-4 6-4 6-4,0,53.0,38.0,19.0,9.0,13.0,108.0,37.0
Bernard Tomic,Jo-Wilfried Tsonga,Grass,O,20190701,5,1.0,1.0,68.0,13.0,Wimbledon,R128,6-2 6-1 6-4,0,49.0,28.0,10.0,3.0,9.0,96.0,72.0
Yoshihito Nishioka,Janko Tipsarevic,Grass,O,20190701,5,4.0,2.0,156.0,25.0,Wimbledon,R128,6-4 6-7(2) 6-2 5-7 6-2,0,100.0,64.0,32.0,7.0,14.0,68.0,288.0
Paul Jubb,Joao Sousa,Grass,O,20190701,5,2.0,3.0,117.0,16.0,Wimbledon,R128,6-0 6-3 6-7(8) 6-1,0,68.0,44.0,18.0,6.0,14.0,431.0,69.0
Nicolas Jarry,Andreas Seppi,Grass,O,20190701,5,22.0,4.0,121.0,17.0,Wimbledon,R128,6-3 6-7(8) 6-1 6-2,0,74.0,55.0,17.0,7.0,13.0,53.0,73.0
Yasutaka Uchiyama,Tennys Sandgren,Grass,O,20190701,5,5.0,1.0,103.0,18.0,Wimbledon,R128,3-6 6-2 6-4 6-3,0,59.0,38.0,21.0,6.0,12.0,180.0,94.0
Cristian Garin,Andrey Rublev,Grass,O,20190701,5,8.0,5.0,171.0,21.0,Wimbledon,R128,4-6 6-4 7-5 6-4,0,100.0,64.0,30.0,20.0,26.0,34.0,79.0
Pablo Carreno Busta,Alexei Popyrin,Grass,O,20190701,5,1.0,6.0,111.0,16.0,Wimbledon,R128,7-6(2) 7-5 6-2,0,67.0,45.0,17.0,12.0,17.0,50.0,101.0
Cedrik-Marcel Stebe,Reilly Opelka,Grass,O,20190701,5,2.0,5.0,94.0,15.0,Wimbledon,R128,6-3 7-6(4) 6-1,0,58.0,34.0,20.0,10.0,16.0,518.0,63.0
Denis Istomin,Cameron Norrie,Grass,O,20190701,5,4.0,5.0,119.0,14.0,Wimbledon,R128,6-2 6-4 6-4,0,73.0,44.0,21.0,10.0,15.0,115.0,55.0
Grigor Dimitrov,Corentin Moutet,Grass,O,20190701,5,12.0,3.0,147.0,23.0,Wimbledon,R128,2-6 3-6 7-6(4) 6-3 6-1,0,101.0,67.0,22.0,12.0,19.0,49.0,84.0
Hugo Dellien,John Millman,Grass,O,20190701,5,2.0,1.0,74.0,13.0,Wimbledon,R128,6-2 6-3 6-4,0,50.0,33.0,12.0,2.0,6.0,83.0,64.0
Ernests Gulbis,Leonardo Mayer,Grass,O,20190701,5,2.0,6.0,108.0,13.0,Wimbledon,R128,6-1 7-6(12) 6-2,0,58.0,40.0,19.0,12.0,17.0,92.0,59.0
Marcos Giron,Feliciano Lopez,Grass,O,20190701,5,3.0,2.0,82.0,14.0,Wimbledon,R128,6-4 6-2 6-4,0,53.0,33.0,18.0,3.0,7.0,155.0,54.0
Jordan Thompson,Nick Kyrgios,Grass,O,20190701,5,12.0,3.0,146.0,22.0,Wimbledon,R128,7-6(4) 3-6 7-6(10) 0-6 6-1,0,95.0,63.0,31.0,4.0,8.0,44.0,43.0
Pablo Andujar,Mikhail Kukushkin,Grass,O,20190701,5,2.0,3.0,92.0,13.0,Wimbledon,R128,6-3 6-2 6-4,0,65.0,40.0,11.0,6.0,10.0,78.0,58.0
Malek Jaziri,Denis Kudla,Grass,O,20190701,5,8.0,4.0,96.0,13.0,Wimbledon,R128,6-4 6-1 6-3,0,60.0,38.0,15.0,6.0,11.0,100.0,111.0
Filip Krajinovic,Dominik Koepfer,Grass,O,20190701,5,4.0,3.0,109.0,18.0,Wimbledon,R128,6-3 4-6 7-6(9) 6-1,0,72.0,49.0,18.0,3.0,7.0,52.0,130.0
Roberto Carballes Baena,Miomir Kecmanovic,Grass,O,20190701,5,2.0,1.0,100.0,16.0,Wimbledon,R128,2-6 6-3 6-3 6-1,0,61.0,42.0,15.0,9.0,14.0,74.0,67.0
Andrea Arnaboldi,Ivo Karlovic,Grass,O,20190701,5,8.0,4.0,89.0,16.0,Wimbledon,R128,6-4 6-4 7-6(4),0,48.0,38.0,25.0,2.0,4.0,219.0,80.0
Albert Ramos-Vinolas,Steve Johnson,Grass,O,20190701,5,3.0,0.0,89.0,13.0,Wimbledon,R128,6-4 6-2 6-3,0,59.0,38.0,13.0,7.0,11.0,99.0,71.0
Jozef Kovalik,Robin Haase,Grass,O,20190701,5,2.0,9.0,74.0,12.0,Wimbledon,R128,6-1 6-3 6-1,0,48.0,28.0,7.0,3.0,10.0,165.0,76.0
Lorenzo Sonego,Marcel Granollers,Grass,O,20190701,5,8.0,0.0,122.0,16.0,Wimbledon,R128,7-6(4) 6-4 6-4,0,88.0,59.0,13.0,15.0,19.0,46.0,105.0
Dennis Novak,Marton Fucsovics,Grass,O,20190701,5,1.0,3.0,136.0,20.0,Wimbledon,R128,3-6 6-4 7-6(2) 6-2,0,85.0,50.0,24.0,11.0,19.0,104.0,51.0
Tomas Berdych,Taylor Fritz,Grass,O,20190701,5,4.0,2.0,85.0,14.0,Wimbledon,R128,6-4 6-4 6-3,0,48.0,38.0,16.0,4.0,8.0,110.0,31.0
Federico Delbonis,Daniel Evans,Grass,O,20190701,5,6.0,6.0,107.0,14.0,Wimbledon,R128,6-3 7-6(5) 6-3,0,56.0,43.0,24.0,11.0,13.0,75.0,61.0
Mischa Zverev,Steve Darcis,Grass,O,20190701,5,7.0,4.0,93.0,14.0,Wimbledon,R128,6-2 6-4 6-4,0,55.0,37.0,15.0,6.0,11.0,213.0,221.0
Damir Dzumhur,Pablo Cuevas,Grass,O,20190701,5,7.0,3.0,153.0,24.0,Wimbledon,R128,4-6 7-6(8) 2-6 6-4 6-2,0,109.0,70.0,26.0,10.0,16.0,91.0,45.0
Noah Rubin,Jay Clarke,Grass,O,20190701,5,5.0,3.0,124.0,21.0,Wimbledon,R128,4-6 7-5 6-4 6-4,0,75.0,45.0,30.0,6.0,12.0,182.0,169.0
Martin Klizan,Jeremy Chardy,Grass,O,20190701,5,9.0,10.0,125.0,17.0,Wimbledon,R128,3-6 6-0 6-3 6-4,0,78.0,52.0,17.0,12.0,18.0,56.0,81.0
Alexander Bublik,Gregoire Barrere,Grass,O,20190701,5,21.0,14.0,126.0,19.0,Wimbledon,R128,3-6 6-4 6-3 6-3,0,75.0,54.0,17.0,8.0,15.0,82.0,116.0
Brayden Schnur,Marcos Baghdatis,Grass,O,20190701,5,7.0,4.0,97.0,14.0,Wimbledon,R128,6-2 6-4 6-4,0,63.0,39.0,16.0,11.0,16.0,112.0,135.0
Radu Albot,Jan-Lennard Struff,Grass,O,20190701,5,5.0,1.0,77.0,14.0,Wimbledon,R128,6-4 6-3 6-2,0,49.0,35.0,11.0,2.0,7.0,40.0,33.0
Dusan Lajovic,Hubert Hurkacz,Grass,O,20190701,5,2.0,2.0,149.0,19.0,Wimbledon,R128,6-3 4-6 6-4 6-4,0,98.0,62.0,29.0,12.0,15.0,36.0,48.0
Guido Andreozzi,Laslo Djere,Grass,O,20190701,5,5.0,6.0,142.0,21.0,Wimbledon,R128,3-6 7-6(3) 7-6(3) 6-3,0,94.0,68.0,22.0,4.0,7.0,114.0,35.0
Jaume Munar,Kyle Edmund,Grass,O,20190701,5,7.0,3.0,96.0,15.0,Wimbledon,R128,6-4 6-4 6-4,0,61.0,42.0,13.0,10.0,15.0,90.0,30.0
Denis Shapovalov,Ricardas Berankis,Grass,O,20190701,5,10.0,6.0,88.0,15.0,Wimbledon,R128,7-6(0) 6-4 6-3,0,49.0,35.0,23.0,3.0,5.0,27.0,77.0
Juan Ignacio Londero,Benoit Paire,Grass,O,20190701,5,5.0,5.0,132.0,21.0,Wimbledon,R128,4-6 6-4 6-4 7-6(4),0,91.0,62.0,19.0,5.0,9.0,60.0,32.0
Richard Gasquet,Lucas Pouille,Grass,O,20190701,5,11.0,4.0,94.0,14.0,Wimbledon,R128,6-1 6-4 7-6(4),0,54.0,36.0,18.0,7.0,11.0,47.0,28.0
Marius Copil,Guido Pella,Grass,O,20190701,5,19.0,7.0,127.0,21.0,Wimbledon,R128,7-6(11) 5-7 6-3 6-4,0,83.0,66.0,19.0,4.0,8.0,88.0,26.0
Marco Cecchinato,Alex de Minaur,Grass,O,20190701,5,5.0,3.0,95.0,14.0,Wimbledon,R128,6-0 6-4 7-6(5),0,63.0,40.0,14.0,3.0,8.0,41.0,29.0
Matthew Ebden,Diego Schwartzman,Grass,O,20190701,5,12.0,8.0,117.0,18.0,Wimbledon,R128,6-4 3-6 6-3 6-2,0,78.0,52.0,16.0,7.0,14.0,95.0,24.0
Peter Gojowczyk,Roberto Bautista Agut,Grass,O,20190701,5,10.0,3.0,85.0,13.0,Wimbledon,R128,6-3 6-2 6-3,0,46.0,33.0,11.0,6.0,12.0,121.0,22.0
Ruben Bemelmans,Stan Wawrinka,Grass,O,20190701,5,1.0,2.0,83.0,12.0,Wimbledon,R128,6-3 6-2 6-2,0,51.0,30.0,15.0,6.0,11.0,171.0,19.0
Bradley Klahn,David Goffin,Grass,O,20190701,5,6.0,3.0,92.0,15.0,Wimbledon,R128,6-4 6-4 6-4,0,51.0,36.0,24.0,5.0,8.0,87.0,23.0
Salvatore Caruso,Gilles Simon,Grass,O,20190701,5,1.0,3.0,107.0,15.0,Wimbledon,R128,7-6(7) 6-3 6-2,0,66.0,35.0,17.0,4.0,11.0,123.0,25.0
Vasek Pospisil,Felix Auger-Aliassime,Grass,O,20190701,5,9.0,3.0,126.0,20.0,Wimbledon,R128,5-7 6-2 6-4 6-3,0,82.0,56.0,19.0,6.0,12.0,187.0,21.0
James Ward,Nikoloz Basilashvili,Grass,O,20190701,5,19.0,5.0,180.0,26.0,Wimbledon,R128,2-6 4-6 6-4 6-4 8-6,0,113.0,75.0,34.0,11.0,16.0,195.0,16.0
Aljaz Bedene,Matteo Berrettini,Grass,O,20190701,5,7.0,6.0,151.0,19.0,Wimbledon,R128,3-6 6-3 6-2 7-6(3),0,89.0,61.0,27.0,10.0,14.0,85.0,20.0
Gael Monfils,Ugo Humbert,Grass,O,20190701,5,11.0,8.0,164.0,23.0,Wimbledon,R128,6-7(6) 3-6 6-4 7-5 3-0 RET,0,109.0,74.0,23.0,10.0,16.0,15.0,66.0
Prajnesh Gunneswaran,Milos Raonic,Grass,O,20190701,5,5.0,2.0,93.0,15.0,Wimbledon,R128,7-6(1) 6-4 6-2,0,62.0,42.0,15.0,4.0,7.0,93.0,17.0
Adrian Mannarino,Marin Cilic,Grass,O,20190701,5,13.0,4.0,113.0,16.0,Wimbledon,R128,7-6(6) 7-6(4) 6-3,0,68.0,52.0,23.0,6.0,8.0,42.0,18.0
Frances Tiafoe,Fabio Fognini,Grass,O,20190701,5,13.0,3.0,152.0,25.0,Wimbledon,R128,5-7 6-4 6-3 4-6 6-4,0,102.0,67.0,28.0,3.0,9.0,38.0,10.0
Paolo Lorenzi,Daniil Medvedev,Grass,O,20190701,5,3.0,4.0,113.0,16.0,Wimbledon,R128,6-3 7-6(2) 7-6(2),0,69.0,51.0,22.0,11.0,13.0,106.0,13.0
Soonwoo Kwon,Karen Khachanov,Grass,O,20190701,5,6.0,5.0,144.0,22.0,Wimbledon,R128,7-6(6) 6-4 4-6 7-5,0,92.0,66.0,24.0,10.0,15.0,125.0,9.0
Casper Ruud,John Isner,Grass,O,20190701,5,7.0,9.0,89.0,15.0,Wimbledon,R128,6-3 6-4 7-6(9),0,62.0,50.0,14.0,1.0,3.0,62.0,12.0
Thiago Monteiro,Kei Nishikori,Grass,O,20190701,5,9.0,1.0,103.0,16.0,Wimbledon,R128,6-4 7-6(3) 6-4,0,72.0,49.0,16.0,4.0,7.0,113.0,7.0
Stefanos Tsitsipas,Thomas Fabbiano,Grass,O,20190701,5,11.0,7.0,164.0,26.0,Wimbledon,R128,6-4 3-6 6-4 6-7(8) 6-3,0,95.0,71.0,39.0,6.0,11.0,6.0,89.0
Alexander Zverev,Jiri Vesely,Grass,O,20190701,5,24.0,4.0,113.0,20.0,Wimbledon,R128,4-6 6-3 6-2 7-5,0,77.0,57.0,14.0,3.0,8.0,5.0,124.0
Dominic Thiem,Sam Querrey,Grass,O,20190701,5,15.0,3.0,111.0,19.0,Wimbledon,R128,6-7(4) 7-6(1) 6-3 6-0,0,68.0,51.0,22.0,0.0,4.0,4.0,65.0
Pierre-Hugues Herbert,Kevin Anderson,Grass,O,20190701,5,4.0,3.0,82.0,13.0,Wimbledon,R128,6-3 6-4 6-2,0,55.0,33.0,14.0,3.0,7.0,39.0,8.0
Yuichi Sugita,Rafael Nadal,Grass,O,20190701,5,4.0,2.0,80.0,12.0,Wimbledon,R128,6-3 6-1 6-3,0,52.0,28.0,14.0,9.0,15.0,274.0,2.0
Lloyd Harris,Roger Federer,Grass,O,20190701,5,5.0,3.0,99.0,16.0,Wimbledon,R128,3-6 6-1 6-2 6-2,0,59.0,37.0,18.0,6.0,12.0,86.0,3.0
Philipp Kohlschreiber,Novak Djokovic,Grass,O,20190701,5,9.0,3.0,100.0,15.0,Wimbledon,R128,6-3 7-5 6-3,0,52.0,32.0,23.0,8.0,14.0,57.0,1.0
Pablo Cuevas,Jiri Vesely,Grass,O,20190701,5,9.0,3.0,143.0,21.0,Wimbledon,R64,4-6 7-6(5) 6-4 6-4,0,89.0,62.0,31.0,10.0,13.0,45.0,124.0
Ricardas Berankis,Jo-Wilfried Tsonga,Grass,O,20190701,5,2.0,3.0,83.0,15.0,Wimbledon,R64,7-6(4) 6-3 6-3,0,42.0,30.0,25.0,3.0,7.0,77.0,72.0
Andrey Rublev,Sam Querrey,Grass,O,20190701,5,7.0,1.0,104.0,13.0,Wimbledon,R64,6-3 6-2 6-3,0,59.0,30.0,27.0,8.0,13.0,79.0,65.0
Leonardo Mayer,Hubert Hurkacz,Grass,O,20190701,5,11.0,14.0,134.0,19.0,Wimbledon,R64,6-7(4) 6-1 7-6(7) 6-3,0,81.0,58.0,22.0,4.0,8.0,59.0,48.0
Marcel Granollers,Ugo Humbert,Grass,O,20190701,5,2.0,5.0,113.0,17.0,Wimbledon,R64,6-4 7-6(3) 7-5,0,74.0,51.0,18.0,9.0,13.0,105.0,66.0
Ivo Karlovic,Thomas Fabbiano,Grass,O,20190701,5,38.0,8.0,146.0,25.0,Wimbledon,R64,6-3 6-7(6) 6-3 6-7(4) 6-4,0,94.0,78.0,28.0,4.0,7.0,80.0,89.0
Taylor Fritz,Jan-Lennard Struff,Grass,O,20190701,5,14.0,5.0,124.0,22.0,Wimbledon,R64,6-4 6-3 5-7 7-6(2),0,80.0,62.0,24.0,0.0,3.0,31.0,33.0
Laslo Djere,John Millman,Grass,O,20190701,5,7.0,7.0,108.0,12.0,Wimbledon,R64,6-3 6-2 6-1,0,61.0,36.0,17.0,9.0,16.0,35.0,64.0
Kyle Edmund,Fernando Verdasco,Grass,O,20190701,5,5.0,4.0,155.0,25.0,Wimbledon,R64,4-6 4-6 7-6(3) 6-3 6-4,0,103.0,76.0,19.0,7.0,13.0,30.0,37.0
Miomir Kecmanovic,Benoit Paire,Grass,O,20190701,5,1.0,3.0,83.0,11.0,Wimbledon,R64,7-6(5) 6-4 RET,0,54.0,36.0,17.0,4.0,6.0,67.0,32.0
Gregoire Barrere,Lucas Pouille,Grass,O,20190701,5,1.0,9.0,106.0,15.0,Wimbledon,R64,6-1 7-6(0) 6-4,0,65.0,41.0,18.0,5.0,9.0,116.0,28.0
Andreas Seppi,Guido Pella,Grass,O,20190701,5,16.0,9.0,155.0,24.0,Wimbledon,R64,6-4 4-6 4-6 7-5 6-1,0,90.0,64.0,31.0,13.0,19.0,73.0,26.0
Alex de Minaur,Steve Johnson,Grass,O,20190701,5,12.0,4.0,132.0,23.0,Wimbledon,R64,3-6 7-6(4) 6-3 3-6 6-3,0,85.0,66.0,28.0,2.0,4.0,29.0,71.0
Dominik Koepfer,Diego Schwartzman,Grass,O,20190701,5,7.0,7.0,106.0,13.0,Wimbledon,R64,6-0 6-3 7-5,0,60.0,40.0,15.0,9.0,15.0,130.0,24.0
Steve Darcis,Roberto Bautista Agut,Grass,O,20190701,5,6.0,1.0,79.0,11.0,Wimbledon,R64,6-3 6-2 4-2 RET,0,45.0,30.0,12.0,6.0,10.0,221.0,22.0
Stan Wawrinka,Reilly Opelka,Grass,O,20190701,5,17.0,5.0,144.0,28.0,Wimbledon,R64,7-5 3-6 4-6 6-4 8-6,0,87.0,71.0,36.0,7.0,10.0,19.0,63.0
Jeremy Chardy,David Goffin,Grass,O,20190701,5,6.0,4.0,90.0,14.0,Wimbledon,R64,6-2 6-4 6-3,0,57.0,35.0,15.0,7.0,13.0,81.0,23.0
Gilles Simon,Tennys Sandgren,Grass,O,20190701,5,4.0,7.0,155.0,25.0,Wimbledon,R64,6-2 6-3 4-6 3-6 8-6,0,105.0,73.0,18.0,4.0,13.0,25.0,94.0
Corentin Moutet,Felix Auger-Aliassime,Grass,O,20190701,5,2.0,11.0,123.0,18.0,Wimbledon,R64,6-3 4-6 6-4 6-2,0,87.0,59.0,13.0,8.0,13.0,84.0,21.0
Nikoloz Basilashvili,Daniel Evans,Grass,O,20190701,5,3.0,3.0,110.0,15.0,Wimbledon,R64,6-3 6-2 7-6(2),0,71.0,41.0,18.0,10.0,16.0,16.0,61.0
Marcos Baghdatis,Matteo Berrettini,Grass,O,20190701,5,1.0,6.0,84.0,13.0,Wimbledon,R64,6-1 7-6(4) 6-3,0,45.0,35.0,16.0,4.0,8.0,135.0,20.0
Robin Haase,Milos Raonic,Grass,O,20190701,5,9.0,4.0,127.0,18.0,Wimbledon,R64,7-6(1) 7-5 7-6(4),0,87.0,59.0,24.0,6.0,8.0,76.0,17.0
Marin Cilic,Joao Sousa,Grass,O,20190701,5,9.0,8.0,107.0,15.0,Wimbledon,R64,6-4 6-4 6-4,0,51.0,42.0,25.0,6.0,9.0,18.0,69.0
Marton Fucsovics,Fabio Fognini,Grass,O,20190701,5,16.0,9.0,166.0,25.0,Wimbledon,R64,6-7(6) 6-4 7-6(3) 2-6 6-3,0,92.0,67.0,41.0,5.0,9.0,51.0,10.0
Alexei Popyrin,Daniil Medvedev,Grass,O,20190701,5,6.0,2.0,134.0,19.0,Wimbledon,R64,6-7(6) 6-1 6-4 6-4,0,86.0,61.0,18.0,8.0,13.0,101.0,13.0
Feliciano Lopez,Karen Khachanov,Grass,O,20190701,5,18.0,8.0,136.0,21.0,Wimbledon,R64,4-6 6-4 7-5 6-4,0,86.0,65.0,23.0,6.0,10.0,54.0,9.0
John Isner,Mikhail Kukushkin,Grass,O,20190701,5,34.0,1.0,151.0,24.0,Wimbledon,R64,6-4 6-7(3) 4-6 6-1 6-4,0,114.0,80.0,20.0,5.0,9.0,12.0,58.0
Cameron Norrie,Kei Nishikori,Grass,O,20190701,5,1.0,7.0,83.0,13.0,Wimbledon,R64,6-4 6-4 6-0,0,53.0,30.0,9.0,5.0,12.0,55.0,7.0
Janko Tipsarevic,Kevin Anderson,Grass,O,20190701,5,3.0,2.0,138.0,19.0,Wimbledon,R64,6-4 6-7(5) 6-1 6-4,0,89.0,58.0,27.0,4.0,8.0,288.0,8.0
Nick Kyrgios,Rafael Nadal,Grass,O,20190701,5,29.0,3.0,122.0,21.0,Wimbledon,R64,6-3 3-6 7-6(5) 7-6(3),0,87.0,66.0,20.0,3.0,5.0,43.0,2.0
Jay Clarke,Roger Federer,Grass,O,20190701,5,1.0,7.0,86.0,13.0,Wimbledon,R64,6-1 7-6(3) 6-2,0,50.0,31.0,18.0,1.0,5.0,169.0,3.0
Denis Kudla,Novak Djokovic,Grass,O,20190701,5,3.0,4.0,76.0,12.0,Wimbledon,R64,6-3 6-2 6-2,0,51.0,28.0,7.0,6.0,13.0,111.0,1.0
Thomas Fabbiano,Fernando Verdasco,Grass,O,20190701,5,2.0,4.0,100.0,16.0,Wimbledon,R32,6-4 7-6(1) 6-4,0,59.0,36.0,23.0,6.0,10.0,89.0,37.0
Daniel Evans,Joao Sousa,Grass,O,20190701,5,5.0,6.0,150.0,26.0,Wimbledon,R32,4-6 6-4 7-5 4-6 6-4,0,94.0,63.0,29.0,8.0,16.0,61.0,69.0
John Millman,Sam Querrey,Grass,O,20190701,5,4.0,3.0,101.0,17.0,Wimbledon,R32,7-6(3) 7-6(8) 6-3,0,68.0,48.0,21.0,3.0,6.0,64.0,65.0
Jan-Lennard Struff,Mikhail Kukushkin,Grass,O,20190701,5,26.0,7.0,143.0,21.0,Wimbledon,R32,6-3 7-6(5) 4-6 7-5,0,74.0,61.0,32.0,10.0,13.0,33.0,58.0
Jiri Vesely,Benoit Paire,Grass,O,20190701,5,18.0,3.0,137.0,22.0,Wimbledon,R32,5-7 7-6(5) 6-3 7-6(2),0,105.0,81.0,17.0,8.0,9.0,124.0,32.0
Felix Auger-Aliassime,Ugo Humbert,Grass,O,20190701,5,11.0,9.0,101.0,16.0,Wimbledon,R32,6-4 7-5 6-3,0,67.0,49.0,12.0,5.0,10.0,21.0,66.0
Diego Schwartzman,Matteo Berrettini,Grass,O,20190701,5,2.0,3.0,173.0,27.0,Wimbledon,R32,6-7(5) 7-6(2) 4-6 7-6(5) 6-3,0,115.0,84.0,40.0,7.0,9.0,24.0,20.0
Reilly Opelka,Milos Raonic,Grass,O,20190701,5,13.0,5.0,88.0,13.0,Wimbledon,R32,7-6(1) 6-2 6-1,0,60.0,35.0,14.0,6.0,10.0,63.0,17.0
Fabio Fognini,Tennys Sandgren,Grass,O,20190701,5,5.0,6.0,111.0,14.0,Wimbledon,R32,6-3 7-6(12) 6-3,0,74.0,47.0,20.0,6.0,10.0,10.0,94.0
Daniil Medvedev,David Goffin,Grass,O,20190701,5,20.0,9.0,174.0,24.0,Wimbledon,R32,4-6 6-2 3-6 6-3 7-5,0,104.0,67.0,33.0,11.0,18.0,13.0,23.0
Karen Khachanov,Roberto Bautista Agut,Grass,O,20190701,5,9.0,2.0,84.0,13.0,Wimbledon,R32,6-3 7-6(3) 6-1,0,54.0,36.0,17.0,8.0,11.0,9.0,22.0
Steve Johnson,Kei Nishikori,Grass,O,20190701,5,6.0,5.0,113.0,14.0,Wimbledon,R32,6-4 6-3 6-2,0,70.0,47.0,12.0,8.0,14.0,71.0,7.0
Kevin Anderson,Guido Pella,Grass,O,20190701,5,14.0,4.0,94.0,15.0,Wimbledon,R32,6-4 6-3 7-6(4),0,59.0,48.0,15.0,8.0,11.0,8.0,26.0
Jo-Wilfried Tsonga,Rafael Nadal,Grass,O,20190701,5,11.0,4.0,81.0,12.0,Wimbledon,R32,6-2 6-3 6-2,0,45.0,31.0,13.0,6.0,11.0,72.0,2.0
Lucas Pouille,Roger Federer,Grass,O,20190701,5,6.0,3.0,106.0,16.0,Wimbledon,R32,7-5 6-2 7-6(4),0,51.0,34.0,30.0,5.0,9.0,28.0,3.0
Hubert Hurkacz,Novak Djokovic,Grass,O,20190701,5,13.0,7.0,135.0,20.0,Wimbledon,R32,7-5 6-7(5) 6-1 6-4,0,82.0,56.0,28.0,13.0,17.0,48.0,1.0
Tennys Sandgren,Sam Querrey,Grass,O,20190701,5,13.0,3.0,149.0,23.0,Wimbledon,R16,6-4 6-7(7) 7-6(3) 7-6(5),0,97.0,77.0,31.0,4.0,5.0,94.0,65.0
Benoit Paire,Roberto Bautista Agut,Grass,O,20190701,5,18.0,9.0,106.0,14.0,Wimbledon,R16,6-3 7-5 6-2,0,50.0,38.0,20.0,4.0,9.0,32.0,22.0
Fernando Verdasco,David Goffin,Grass,O,20190701,5,18.0,6.0,137.0,19.0,Wimbledon,R16,7-6(9) 2-6 6-3 6-4,0,88.0,63.0,23.0,10.0,13.0,37.0,23.0
Milos Raonic,Guido Pella,Grass,O,20190701,5,33.0,8.0,153.0,27.0,Wimbledon,R16,3-6 4-6 6-3 7-6(3) 8-6,0,99.0,82.0,28.0,9.0,12.0,17.0,26.0
Mikhail Kukushkin,Kei Nishikori,Grass,O,20190701,5,10.0,1.0,122.0,18.0,Wimbledon,R16,6-3 3-6 6-3 6-4,0,81.0,53.0,18.0,8.0,13.0,58.0,7.0
Joao Sousa,Rafael Nadal,Grass,O,20190701,5,4.0,0.0,76.0,12.0,Wimbledon,R16,6-2 6-2 6-2,0,52.0,29.0,11.0,2.0,8.0,69.0,2.0
Matteo Berrettini,Roger Federer,Grass,O,20190701,5,3.0,3.0,58.0,11.0,Wimbledon,R16,6-1 6-2 6-2,0,26.0,18.0,11.0,1.0,7.0,20.0,3.0
Ugo Humbert,Novak Djokovic,Grass,O,20190701,5,6.0,2.0,85.0,13.0,Wimbledon,R16,6-3 6-2 6-3,0,51.0,33.0,13.0,4.0,9.0,66.0,1.0
Guido Pella,Roberto Bautista Agut,Grass,O,20190701,5,14.0,5.0,139.0,20.0,Wimbledon,QF,7-5 6-4 3-6 6-3,0,90.0,62.0,22.0,12.0,16.0,26.0,22.0
Sam Querrey,Rafael Nadal,Grass,O,20190701,5,22.0,3.0,92.0,14.0,Wimbledon,QF,7-5 6-2 6-2,0,56.0,41.0,10.0,10.0,16.0,65.0,2.0
Kei Nishikori,Roger Federer,Grass,O,20190701,5,3.0,2.0,138.0,18.0,Wimbledon,QF,4-6 6-1 6-4 6-4,0,79.0,45.0,33.0,10.0,14.0,7.0,3.0
David Goffin,Novak Djokovic,Grass,O,20190701,5,4.0,5.0,76.0,12.0,Wimbledon,QF,6-4 6-0 6-2,0,34.0,21.0,16.0,3.0,10.0,23.0,1.0
Rafael Nadal,Roger Federer,Grass,O,20190701,5,10.0,4.0,127.0,19.0,Wimbledon,SF,7-6(3) 1-6 6-3 6-4,0,81.0,60.0,22.0,8.0,10.0,2.0,3.0
Roberto Bautista Agut,Novak Djokovic,Grass,O,20190701,5,5.0,2.0,106.0,17.0,Wimbledon,SF,6-2 4-6 6-3 6-2,0,71.0,48.0,17.0,3.0,8.0,22.0,1.0
Roger Federer,Novak Djokovic,Grass,O,20190701,5,25.0,6.0,203.0,32.0,Wimbledon,F,7-6(5) 1-6 7-6(4) 4-6 13-12(3),0,127.0,100.0,39.0,5.0,8.0,3.0,1.0
Alastair Gray,Kamil Majchrzak,Grass,O,20190715,3,6.0,3.0,59.0,9.0,Newport,R32,6-3 6-4,0,31.0,20.0,13.0,3.0,6.0,,102.0
